326691	n	"I know, right? The least they could do is put one on the second floor, too... Wait a mo! Why are you following me!?" "The 'why' is pretty obvious, don't you think? We're going to the bathroom together."	Ich weiß, oder? Das Mindeste, was sie tun könnten, wäre, auch eine im zweiten Stock zu installieren... Moment mal! Warum folgst du mir!? Das 'Warum' ist ziemlich offensichtlich, findest du nicht? Wir gehen zusammen auf die Toilette.	Ich weiß, oder? Das Mindeste, was sie tun könnten, wäre, auch eine im zweiten Stock zu platzieren... Moment mal! Warum folgst du mir!? Das 'Warum' ist ziemlich offensichtlich, findest du nicht? Wir gehen zusammen auf die Toilette.	
326866	n	In order to live happily and healthily with parakeets or parrots, you should understand the science of animal behavior for domesticated birds, and consider the emotional effect of eventually losing them.	Um glücklich und gesund mit Sittichen oder Papageien zu leben, sollten Sie die Wissenschaft des Tierverhaltens für domestizierte Vögel verstehen und die emotionale Wirkung des eventuellen Verlusts berücksichtigen.	Um glücklich und gesund mit Sittichen oder Papageien zu leben, sollten Sie die Wissenschaft des Tierverhaltens für domestizierte Vögel verstehen und die emotionale Wirkung eines möglichen Verlusts berücksichtigen.	
327453	n	Throat and nose membranes hurt by dry air allow cold viruses to enter more easily. It is important to carry out sensible counter plans against the cold with heaters and against the dryness with humidifiers.	Durch trockene Luft geschädigte Rachen- und Nasenschleimhäute ermöglichen es Erkältungsviren, leichter einzudringen. Es ist wichtig, sinnvolle Gegenmaßnahmen gegen die Kälte mit Heizungen und gegen die Trockenheit mit Luftbefeuchtern durchzuführen.	Rachen- und Nasenschleimhäute, die durch trockene Luft verletzt werden, lassen Erkältungsviren leichter eindringen. Es ist wichtig, sinnvolle Gegenmaßnahmen gegen die Kälte mit Heizungen und gegen die Trockenheit mit Luftbefeuchtern durchzuführen.	
327556	n	The Department of Homeland Security's primary function is the prevention of terrorist attacks occurring within America and, in the extreme case of an attack happening, holding losses to the smallest possible level and swiftly carrying out restoration.	Die Hauptaufgabe des Ministeriums für Innere Sicherheit besteht darin, terroristische Angriffe innerhalb Amerikas zu verhindern und im Extremfall eines Angriffs die Verluste auf das geringstmögliche Maß zu beschränken und schnellstmöglich Wiederherstellungsmaßnahmen durchzuführen.	Die Hauptaufgabe des Heimatschutzministeriums besteht darin, terroristische Angriffe innerhalb Amerikas zu verhindern und im äußersten Fall eines Angriffs die Verluste auf das geringstmögliche Maß zu beschränken und schnellstmöglich die Wiederherstellung durchzuführen.	
327694	n	When people are being put into a hypnotic state for the first time I often, after placing them in a very light hypnotic state, wake them and ask them to compare their wakening state to that when hypnotised.	Wenn Menschen zum ersten Mal in einen hypnotischen Zustand versetzt werden, wecke ich sie oft nachdem ich sie in einen sehr leichten hypnotischen Zustand versetzt habe, und bitte sie, ihren wachen Zustand mit dem zu vergleichen, als sie hypnotisiert waren.	Wenn Menschen zum ersten Mal in einen hypnotischen Zustand versetzt werden, wecke ich sie oft, nachdem ich sie in einen sehr leichten hypnotischen Zustand versetzt habe, und bitte sie, ihren wachen Zustand mit dem zu vergleichen, wenn sie hypnotisiert sind.	Bei Menschen, die zum ersten Mal in eine hypnotische Trance versetzt werden, verfahre ich oft so, dass ich sie aus einem sehr leichten Trancezustand erwachen und dann vergleichen lasse zwischen dem Trancezustand und dem Zustand nach einem gewöhnlichen Erwachen.
327757	n	While welcoming the firming up of the present government policy to abandon the proposal of the reform bill to the Diet, at the same time some are worried that Prime Minister Koizumi won't clearly state the bill's withdrawal.	Während die Verfestigung der gegenwärtigen Regierungspolitik, den Vorschlag für das Reformgesetz an den Diät abzulehnen, begrüßt wird, machen sich einige Sorgen, dass Premierminister Koizumi den Rückzug des Gesetzes nicht klar ausspricht.	Während die Festigung der gegenwärtigen Regierungspolitik, den Vorschlag des Reformgesetzes an das Parlament aufzugeben, begrüßt wird, machen sich einige Sorgen, dass Premierminister Koizumi den Rückzug des Gesetzes nicht klar aussprechen wird.	
328180	n	"By the way, do you know what a Shinto shrine is?" "I've a little bit of knowledge on the subject. It's a religious facility where that which is the object of worship, that called the genius loci, is enshrined."	Übrigens, wissen Sie, was ein Shinto-Schrein ist? Ich habe ein wenig Wissen zu dem Thema. Es handelt sich um eine religiöse Einrichtung, in der das, was Gegenstand der Verehrung ist, das sogenannte Genius Loci, verehrt wird.	Übrigens, wissen Sie, was ein Shinto-Schrein ist? Ich habe ein wenig Wissen zu dem Thema. Es ist eine religiöse Einrichtung, in der das, was das Objekt der Verehrung ist, das sogenannte Genius Loci, verehrt wird.	„Weißt du übrigens, was ein Shintō-Schrein ist?“ – „Ich weiß darüber ein wenig Bescheid. Das ist eine religiöse Einrichtung, in der eine verehrungswürdige Wesenheit, Kami genannt, verwahrt wird.“
328203	n	I had imagined that the newbies fresh from university would probably be stuck with all the backstage work - collecting reference material, getting copies and such but I couldn't have been proved more wrong.	Ich hatte mir vorgestellt, dass die Neulinge frisch von der Universität wahrscheinlich mit all der Hintergrundarbeit betraut werden würden - das Sammeln von Referenzmaterial, das Anfertigen von Kopien und dergleichen, aber ich hätte nicht mehr falsch liegen können.	Ich hatte mir vorgestellt, dass die Neulinge direkt von der Universität wahrscheinlich mit all der Hintergrundarbeit belastet sein würden - Referenzmaterial sammeln, Kopien anfertigen und so weiter, aber ich hätte nicht mehr falsch liegen können.	
328960	n	Just because people are corporeal born to this world doesn't mean that they understand everything about it, similarly just because somebody's died doesn't mean that they understand everything about the incorporeal world.	Nur weil Menschen körperlich in diese Welt geboren werden, bedeutet das nicht, dass sie alles darüber verstehen, ebenso bedeutet der Tod eines Menschen nicht, dass er alles über die immaterielle Welt versteht.	Nur weil Menschen körperlich in diese Welt geboren werden, bedeutet das nicht, dass sie alles darüber verstehen, genauso bedeutet der Tod eines Menschen nicht, dass sie alles über die unkörperliche Welt verstehen.	
330398	n	It's the answer told by lines that stretched around schools and churches in numbers this nation has never seen; by people who waited three hours and four hours, many for the very first time in their lives.	Es ist die Antwort, die von Schlangen erzählt wird, die sich um Schulen und Kirchen in Mengen erstreckten, die diese Nation noch nie gesehen hat; von Menschen, die drei Stunden und vier Stunden warteten, viele zum allerersten Mal in ihrem Leben.	Es ist die Antwort, die von Menschen gegeben wird, die sich in noch nie dagewesenen Mengen um Schulen und Kirchen schlängelten; von Menschen, die drei und vier Stunden warteten, viele zum allerersten Mal in ihrem Leben.	
330429	e	There are mothers and fathers who will lie awake after the children fall asleep and wonder how they'll make the mortgage or pay their doctors' bills or save enough for their child's college education.	Es gibt Mütter und Väter, die wach liegen, nachdem die Kinder eingeschlafen sind und sich fragen, wie sie ihre Hypothek bezahlen oder ihre Arztrechnungen begleichen oder genug für die Hochschulausbildung ihres Kindes sparen können.	Es gibt Mütter und Väter, die wach liegen, nachdem die Kinder eingeschlafen sind und sich fragen, wie sie ihre Hypothek bezahlen oder ihre Arztrechnungen begleichen oder genug für die Hochschulausbildung ihres Kindes sparen können.	
330450	n	And I would not be standing here tonight without the unyielding support of my best friend for the last 16 years, the rock of our family, the love of my life, the nation's next first lady, Michelle Obama.	Und ich würde heute Abend nicht hier stehen, ohne die unerschütterliche Unterstützung meiner besten Freundin der letzten 16 Jahre, dem Fels in unserer Familie, der Liebe meines Lebens, der nächsten First Lady der Nation, Michelle Obama.	Und ich würde heute Abend nicht hier stehen, ohne die unerschütterliche Unterstützung meiner besten Freundin der letzten 16 Jahre, dem Fels in unserer Familie, der Liebe meines Lebens, der nächsten First Lady des Landes, Michelle Obama.	
330451	n	I want to thank my partner in this journey, a man who campaigned from his heart, and spoke for the men and women he grew up with on the streets of Scranton, and rode with on the train home to Delaware, the vice president-elect of the United States, Joe Biden.	Ich möchte meinem Partner auf dieser Reise danken, einem Mann, der aus vollem Herzen Wahlkampf betrieben hat und für die Männer und Frauen gesprochen hat, mit denen er auf den Straßen von Scranton aufgewachsen ist und mit denen er mit dem Zug nach Hause nach Delaware gefahren ist, dem gewählten Vizepräsidenten der Vereinigten Staaten, Joe Biden.	Ich möchte meinem Partner auf dieser Reise danken, einem Mann, der aus vollem Herzen Wahlkampf betrieben hat und für die Männer und Frauen sprach, mit denen er auf den Straßen von Scranton aufgewachsen ist und mit denen er im Zug nach Hause nach Delaware gefahren ist, dem designierten Vizepräsidenten der Vereinigten Staaten, Joe Biden.	
330453	n	It's the answer that led those who've been told for so long by so many to be cynical and fearful and doubtful about what we can achieve to put their hands on the arc of history and bend it once more toward the hope of a better day.	Es ist die Antwort, die diejenigen, denen so lange von so vielen gesagt wurde, zynisch und ängstlich und zweifelnd an dem zu sein, was wir erreichen können, dazu veranlasst hat, ihre Hände auf den Bogen der Geschichte zu legen und ihn erneut in Richtung der Hoffnung auf einen besseren Tag zu biegen.	Es ist die Antwort, die diejenigen, denen so lange von so vielen gesagt wurde, zynisch und ängstlich und zweifelhaft zu sein, über das, was wir erreichen können, dazu veranlasst hat, ihre Hände auf den Bogen der Geschichte zu legen und ihn erneut in Richtung der Hoffnung auf einen besseren Tag zu biegen.	
330455	n	If there is anyone out there who still doubts that America is a place where all things are possible; who still wonders if the dream of our founders is alive in our time; who still questions the power of our democracy, tonight is your answer.	Wenn es da draußen noch jemanden gibt, der bezweifelt, dass Amerika ein Ort ist, an dem alles möglich ist; der sich noch fragt, ob der Traum unserer Gründer in unserer Zeit noch lebt; der noch die Macht unserer Demokratie in Frage stellt, dann ist heute Abend Ihre Antwort.	Wenn es da draußen noch jemanden gibt, der daran zweifelt, dass Amerika ein Ort ist, an dem alles möglich ist; der sich noch fragt, ob der Traum unserer Gründer in unserer Zeit lebendig ist; der noch die Macht unserer Demokratie in Frage stellt, dann ist heute Abend Ihre Antwort.	Wenn es jemand gibt, der noch zweifelt, dass Amerika ein Ort ist, wo alles möglich ist; der sich noch fragt, ob der Traum unserer Gründer in unserer Zeit noch lebendig ist; der die Kraft unserer Demokratie noch infrage stellt: Heute Abend erhält er die Antwort.
330527	n	Let's remember that it was a man from this state who first carried the banner of the Republican Party to the White House, a party founded on the values of self-reliance and individual liberty and national unity.	Lassen wir uns daran erinnern, dass es ein Mann aus diesem Bundesland war, der das Banner der Republikanischen Partei erstmals ins Weiße Haus trug, eine Partei, die auf den Werten der Selbstständigkeit, individuellen Freiheit und nationalen Einheit gegründet wurde.	Lassen Sie uns daran erinnern, dass es ein Mann aus diesem Staat war, der das Banner der Republikanischen Partei erstmals ins Weiße Haus trug, eine Partei, die auf den Werten von Selbstständigkeit, individueller Freiheit und nationaler Einheit gegründet wurde.	
